都道府県,市区町村名,人数,団体コード
大分県,宇佐市,2444,442119
大分県,豊後大野市,1278,442127
大分県,由布市,1758,442135
大分県,国東市,730,442143
大分県,姫島村,54,443221
大分県,日出町,1503,443417
大分県,九重町,364,444618
大分県,玖珠町,591,444626
宮崎県,宮崎市,22111,452017
宮崎県,都城市,9321,452025
宮崎県,延岡市,5799,452033
宮崎県,日南市,2240,452041
宮崎県,小林市,2082,452050
宮崎県,日向市,3074,452068
宮崎県,串間市,793,452076
宮崎県,西都市,1337,452084
宮崎県,えびの市,746,452092
宮崎県,三股町,1893,453412
宮崎県,高原町,406,453617
宮崎県,国富町,868,453820
宮崎県,綾町,347,453838
宮崎県,高鍋町,991,454010
宮崎県,新富町,906,454028
宮崎県,西米良村,57,454036
宮崎県,木城町,－,454044
宮崎県,川南町,727,454052
宮崎県,都農町,536,454061
宮崎県,門川町,930,454214
宮崎県,諸塚村,58,454290
宮崎県,椎葉村,113,454303
宮崎県,美郷町,－,454311
宮崎県,高千穂町,489,454419
宮崎県,日之影町,121,454427
宮崎県,五ヶ瀬町,120,454435
鹿児島県,鹿児島市,32810,462012
鹿児島県,鹿屋市,6137,462039
鹿児島県,枕崎市,811,462047
鹿児島県,阿久根市,781,462063
鹿児島県,出水市,2760,462080
鹿児島県,指宿市,1766,462101
鹿児島県,西之表市,710,462136
鹿児島県,垂水市,469,462144
鹿児島県,薩摩川内市,4712,462152
鹿児島県,日置市,2259,462161
鹿児島県,曽於市,1464,462179
鹿児島県,霧島市,7148,462187
鹿児島県,いちき串木野市,1232,462195
鹿児島県,南さつま市,1146,462209
鹿児島県,志布志市,1611,462217
鹿児島県,奄美市,2229,462225
鹿児島県,南九州市,1457,462233
鹿児島県,伊佐市,1043,462241
鹿児島県,姶良市,4804,462250
鹿児島県,三島村,－,463035
鹿児島県,十島村,－,463043
鹿児島県,さつま町,802,463922
鹿児島県,長島町,541,464040
鹿児島県,湧水町,328,464520
鹿児島県,大崎町,571,464686
鹿児島県,東串良町,362,464821
鹿児島県,錦江町,221,464902
鹿児島県,南大隅町,190,464911
鹿児島県,肝付町,617,464929
鹿児島県,中種子町,351,465011
鹿児島県,南種子町,332,465020
鹿児島県,屋久島町,678,465054
鹿児島県,大和村,63,465232
鹿児島県,宇検村,98,465241
鹿児島県,瀬戸内町,384,465259
鹿児島県,龍郷町,396,465275
鹿児島県,喜界町,306,465291
鹿児島県,徳之島町,611,465305
鹿児島県,天城町,319,465313
鹿児島県,伊仙町,382,465321
鹿児島県,和泊町,362,465330
鹿児島県,知名町,328,465348
鹿児島県,与論町,322,465356
沖縄県,那覇市,18041,472018
沖縄県,宜野湾市,6962,472051
沖縄県,石垣市,3324,472077
沖縄県,浦添市,7424,472085
沖縄県,名護市,4367,472093
沖縄県,糸満市,4496,472107
沖縄県,沖縄市,9372,472115
沖縄県,豊見城市,5203,472123
沖縄県,うるま市,8942,472131
沖縄県,宮古島市,3395,472140
沖縄県,南城市,3480,472158
沖縄県,国頭村,224,473014
沖縄県,大宜味村,134,473022
沖縄県,東村,99,473031
沖縄県,今帰仁村,572,473065
沖縄県,本部町,786,473081
沖縄県,恩納村,658,473111
沖縄県,宜野座村,504,473138
沖縄県,金武町,800,473146
沖縄県,伊江村,245,473154
沖縄県,読谷村,2973,473243
沖縄県,嘉手納町,960,473251
沖縄県,北谷町,2095,473260
沖縄県,北中城村,1334,473278
沖縄県,中城村,1524,473286
沖縄県,西原町,2895,473294
沖縄県,与那原町,1424,473481
沖縄県,南風原町,3362,473502
沖縄県,渡嘉敷村,51,473537
沖縄県,座間味村,45,473545
沖縄県,粟国村,30,473553
沖縄県,渡名喜村,10,473561
沖縄県,南大東村,69,473570
沖縄県,北大東村,36,473588
沖縄県,伊平屋村,62,473596
沖縄県,伊是名村,83,473600
沖縄県,久米島町,394,473618
沖縄県,八重瀬町,2830,473626
沖縄県,多良間村,57,473758
沖縄県,竹富町,270,473812
沖縄県,与那国町,106,473821
